objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll087,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D449,https://pinakes.irht.cnrs.fr/notices/cote/42744/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:73299,Ambrosiana F 30 sup.,,15th,,Anthologion,Aristophanes,Milan,,,,,,,,,
coll088,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D461,https://pinakes.irht.cnrs.fr/notices/cote/42755/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:73613,Ambrosiana F 66 sup.,,15th,,Theology|Church councils|Canon law,,Milan,,,,,,,,,
coll089,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D464,https://pinakes.irht.cnrs.fr/notices/cote/42757/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:73662,Ambrosiana F 74 sup.,,14th,,Theology,Euripides|Antiochus Monachus,Milan,,,,,,,,,
coll090,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D471,https://pinakes.irht.cnrs.fr/notices/cote/42762/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:73766,Ambrosiana F 93 sup.,,13th|16th,,History|Theology,Flavius Josephus|Nicolaus Mesarites,Milan,,,,,,,,,
coll091,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D474,https://pinakes.irht.cnrs.fr/notices/cote/42764/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:73779,Ambrosiana F 96 sup.,,13th,,History|Theology,Nicolaus Mesarites,Milan,,,,,,,,,
coll092,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D479,https://pinakes.irht.cnrs.fr/notices/cote/42765/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:73828,Ambrosiana F 99 sup.,,11th,,Theology|Saints lives,John Chrysostom,Milan,,,,,,,,,
coll093,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D542,https://pinakes.irht.cnrs.fr/notices/cote/42811/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:74684,Ambrosiana G 48 sup.,,15th|16th,,Animals|Romance,Oppianus|Achilles Tatius,Milan,,,,,,,,,
coll094,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D554,https://pinakes.irht.cnrs.fr/notices/cote/42828/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:74880,Ambrosiana G 69 sup.,,15th,,Rhetoric|Philosophy|History,Aeschines|Philostratus|Herodian|Plato,Milan,,,,,,,,,
coll095,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D508,https://pinakes.irht.cnrs.fr/notices/cote/42829/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:51959,Ambrosiana G 72 inf.,,16th,,History,Constantine VII Porphyrogenitus,Milan,,,,,,,,,
coll096,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D563,https://pinakes.irht.cnrs.fr/notices/cote/42838/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75105,Ambrosiana G 92 sup.,,15th,,History,Xenophon,Milan,,,,,,,,,
coll097,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D511,https://pinakes.irht.cnrs.fr/notices/cote/42844/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:56831,Ambrosiana H 1 inf.,,16th|17th,,,Lucian,Milan,,,,,,,,,
coll098,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D604,https://pinakes.irht.cnrs.fr/notices/cote/42880/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75794,Ambrosiana H 105 sup.,,15th,,,Sophocles,Milan,,,,,,,,,
coll099,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D606,https://pinakes.irht.cnrs.fr/notices/cote/42882/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75839,Ambrosiana H 113 sup.,,15th,,Philosophy|Rhetoric,Aristotle|Plutarch,Milan,,,,,,,,,
coll100,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D575,https://pinakes.irht.cnrs.fr/notices/cote/42852/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75218,Ambrosiana H 18 sup.,,15th,,Animals|Oracula|Hymns,Oppianus|Proclus,Milan,,,,,,,,,
coll101,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D512,https://pinakes.irht.cnrs.fr/notices/cote/42845/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:56850,Ambrosiana H 2 inf.,,16th,,Astronomy|Mathematics,,Milan,,,,,,,,,
coll102,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D571,https://pinakes.irht.cnrs.fr/notices/cote/42853/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75257,Ambrosiana H 22 sup.,,16th,,Poems|Anthologion|Philosophy|Schedography,Homer|Hesiod|Nicephorus Blemmydes|Aristotle|Manuel Moschopoulos,Milan,,,,,,,,,
coll103,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D592,https://pinakes.irht.cnrs.fr/notices/cote/42861/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75411,Ambrosiana H 43 sup.,,15th|16th,,Philosophy,Alexander Aphrodisias,Milan,,,,,,,,,
coll104,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D594,https://pinakes.irht.cnrs.fr/notices/cote/42863/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75423,Ambrosiana H 45 sup.,,9th|11th,,Poems|Epigrammata,Gregory Nazianzus,Milan,,,,,,,,,
coll105,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D591,https://pinakes.irht.cnrs.fr/notices/cote/42865/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75468,Ambrosiana H 50 sup.,,12th|13th,,Philosophy|Animals|Science,Aristotle,Milan,,,,,,,,,
coll106,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D593,https://pinakes.irht.cnrs.fr/notices/cote/42870/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75510,Ambrosiana H 57 sup.,,14th,,Astronomy,Theon|Ptolemy|John Philoponus,Milan,,,,,,,,,
coll107,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D610,https://pinakes.irht.cnrs.fr/notices/cote/42876/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75660,Ambrosiana H 81 sup.,,14th,,Saints lives,,Milan,,,,,,,,,
coll108,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D635,https://pinakes.irht.cnrs.fr/notices/cote/42925/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76560,Ambrosiana I 112 sup.,,15th,,Astronomy,George Chrysococces|Nicephorus Gregoras|John Philoponus,Milan,,,,,,,,,
coll109,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D639,https://pinakes.irht.cnrs.fr/notices/cote/42929/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76631,Ambrosiana I 121 sup.,,14th|15th,,,Xenophon,Milan,,,,,,,,,
coll110,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D554,https://pinakes.irht.cnrs.fr/notices/cote/42936/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:61880,Ambrosiana I 204 inf.,,16th,,Science|Lexicon,Theophrastus,Milan,,,,,,,,,
coll111,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D617,https://pinakes.irht.cnrs.fr/notices/cote/42903/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76187,Ambrosiana I 47 sup.,,14th,,Animals,Oppianus|Euripides|Aeschylus,Milan,,,,,,,,,
coll112,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D619,https://pinakes.irht.cnrs.fr/notices/cote/42904/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76206,Ambrosiana I 49 sup.,,15th,,Rhetoric,Libanius,Milan,,,,,,,,,
coll113,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D614,https://pinakes.irht.cnrs.fr/notices/cote/42887/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75928,Ambrosiana I 8 sup.,,13th|14th,,Mathematics|Grammar,Nicomachus of Gerasa,Milan,,,,,,,,,
coll114,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D539,https://pinakes.irht.cnrs.fr/notices/cote/42911/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:60484,Ambrosiana I 83 inf.,,16th,,Mathematics,Nicomachus of Gerasa|John Philoponus|Asclepius,Milan,,,,,,,,,
coll115,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D609,https://pinakes.irht.cnrs.fr/notices/cote/42888/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:75933,Ambrosiana I 9 sup.,,12th,,Theology,Anastasius Sinaita,Milan,,,,,,,,,
coll116,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D543,https://pinakes.irht.cnrs.fr/notices/cote/42917/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:60545,Ambrosiana I 91 inf.,,16th,,Theology|Florilegium,Gregory Thaumaturgus|Andrew of Crete,Milan,,,,,,,,,
coll117,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D10,https://pinakes.irht.cnrs.fr/notices/cote/42966/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:77351,Ambrosiana L 107 sup.,,15th,,Lexicon,,Milan,,,,,,,,,
coll118,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D19,https://pinakes.irht.cnrs.fr/notices/cote/42975/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:77462,Ambrosiana L 116 sup.,,13th,,,Homer,Milan,,,,,,,,,
coll119,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D640,https://pinakes.irht.cnrs.fr/notices/cote/42945/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76809,Ambrosiana L 35 sup.,,15th,,Grammar|Lexicon,,Milan,,,,,,,,,
coll120,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D642,https://pinakes.irht.cnrs.fr/notices/cote/42946/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76815,Ambrosiana L 36 sup.,,14th,,Hymns,,Milan,,,,,,,,,
coll121,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D644,https://pinakes.irht.cnrs.fr/notices/cote/42948/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76820,Ambrosiana L 38 sup.,,15th,,Animals,Oppianus,Milan,,,,,,,,,
coll122,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D636,https://pinakes.irht.cnrs.fr/notices/cote/42949/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76825,Ambrosiana L 39 sup.,,14th,,,Aristophanes|Sophocles,Milan,,,,,,,,,
coll123,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D642,https://pinakes.irht.cnrs.fr/notices/cote/42954/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76874,Ambrosiana L 44 sup.,,14th,,Letters,Synesius|George Lacapenus,Milan,,,,,,,,,
coll124,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D632,https://pinakes.irht.cnrs.fr/notices/cote/42942/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:76667,Ambrosiana L 9 sup.,,8th|15th,,Gospel lectionary|Schedography,Manuel Moschopoulos,Milan,,,,,,,,,
coll125,https://hdl.handle.net/2027/hvd.32044080269715?urlappend=%3Bseq%3D657,https://pinakes.irht.cnrs.fr/notices/cote/42962/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:77281,Ambrosiana L 93 sup.,,9th,,Philosophy,Porphyry|Aristotle|Simplicius,Milan,,,,,,,,,
coll126,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D9,https://pinakes.irht.cnrs.fr/notices/cote/42963/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:77314,Ambrosiana L 99 sup.,,7th|8th,,Palimpsest|Mathematics,,Milan,,,,,,,,,
coll127,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D33,https://pinakes.irht.cnrs.fr/notices/cote/42986/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:78004,Ambrosiana M 46 sup.,,12th|13th|14th,,Philosophy|Science,Aristotle|Simplicius,Milan,,,,,,,,,
coll128,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D34,https://pinakes.irht.cnrs.fr/notices/cote/42987/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:78008,Ambrosiana M 47 sup.,,10th,,Psalter|Theology,Athanasius|Basil the Great|Theodoret Bishop of Cyrrhus,Milan,,,,,,,,,
coll129,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D47,https://pinakes.irht.cnrs.fr/notices/cote/42997/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:78127,Ambrosiana M 66 sup.,,10th,,Rhetoric,Aphthonius|Hermogenes,Milan,,,,,,,,,
coll130,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D52,https://pinakes.irht.cnrs.fr/notices/cote/42999/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:78186,Ambrosiana M 71 sup.,,14th,,Philosophy,Aristotle|Porphyry|Ammonius,Milan,,,,,,,,,
coll131,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D76,https://pinakes.irht.cnrs.fr/notices/cote/43027/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:78989,Ambrosiana N 126 sup.,,16th,,Grammar,,Milan,,,,,,,,,
coll132,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D79,https://pinakes.irht.cnrs.fr/notices/cote/43034/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:79427,Ambrosiana N 166 sup.,,14th,,,Sophocles,Milan,,,,,,,,,
coll133,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D91,https://pinakes.irht.cnrs.fr/notices/cote/43057/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:80306,Ambrosiana N 289 sup.,,15th|16th,,Geometry,Euclid,Milan,,,,,,,,,
coll134,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D72,https://pinakes.irht.cnrs.fr/notices/cote/43018/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:78470,Ambrosiana N 29 sup.,,16th,,Rhetoric|Literature,Dionysius Halicarnasseus,Milan,,,,,,,,,
coll135,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D73,https://pinakes.irht.cnrs.fr/notices/cote/43021/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:78555,Ambrosiana N 46 sup.,,16th,,Geography,,Milan,,,,,,,,,
coll136,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D105,https://pinakes.irht.cnrs.fr/notices/cote/43074/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:82117,Ambrosiana O 123 sup.,,16th,,Misc.,Michael Psellus,Milan,,,,,,,,,
coll137,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D110,https://pinakes.irht.cnrs.fr/notices/cote/43075/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:82220,Ambrosiana O 125 sup.,,16th,,Inscriptions,,Milan,,,,,,,,,
coll138,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D96,https://pinakes.irht.cnrs.fr/notices/cote/43065/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:80996,Ambrosiana O 52 sup.,,15th,,Rhetoric,Theophrastus|Aristotle,Milan,,,,,,,,,
coll139,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D137,https://pinakes.irht.cnrs.fr/notices/cote/43117/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:86160,Ambrosiana P 121 sup.,,15th,,Education|Mathematics,Xenophon|Nicomachus of Gerasa,Milan,,,,,,,,,
coll140,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D144,https://pinakes.irht.cnrs.fr/notices/cote/43130/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:87641,Ambrosiana P 261 sup.,,14th|15th,,Theology,,Milan,,,,,,,,,
coll141,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D127,https://pinakes.irht.cnrs.fr/notices/cote/43103/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:85659,Ambrosiana P 72 sup.,,16th,,Mathematics|Theology,Barlaam of Calabria,Milan,,,,,,,,,
coll142,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D222,https://pinakes.irht.cnrs.fr/notices/cote/43176/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:88862,Ambrosiana Q 109 sup.,,16th,,Philosophy,Plato|Aristotle,Milan,,,,,,,,,
coll143,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D223,https://pinakes.irht.cnrs.fr/notices/cote/43180/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:88922,Ambrosiana Q 114 sup.,,16th|17th,,Letters|Epigrammata|Philosophy,Plethon,Milan,,,,,,,,,
coll144,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D227,https://pinakes.irht.cnrs.fr/notices/cote/43181/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:89488,Ambrosiana Q 121 sup.,,16th,,Geography|Theology,Plethon|Origen|Gennadios II Scholarios|Gregory of Nyssa,Milan,,,,,,,,,
coll145,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D170,https://pinakes.irht.cnrs.fr/notices/cote/43147/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:88189,Ambrosiana Q 23 sup.,,13th,,Rhetoric,Aphthonius|Hermogenes,Milan,,,,,,,,,
coll146,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D154,https://pinakes.irht.cnrs.fr/notices/cote/43136/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:88033,Ambrosiana Q 3 sup.,,14th,,Medicine,Galen,Milan,,,,,,,,,
coll147,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D182,https://pinakes.irht.cnrs.fr/notices/cote/43157/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:88435,Ambrosiana Q 57 sup.,,13th,,Sticherarion,,Milan,,,,,,,,,
coll148,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D183,https://pinakes.irht.cnrs.fr/notices/cote/43158/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:88494,Ambrosiana Q 74 sup.,,10th,,Florilegium,,Milan,,,,,,,,,
coll149,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D204,https://pinakes.irht.cnrs.fr/notices/cote/43160/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:88511,Ambrosiana Q 77 sup.,,11th,,Poems,Gregory Nazianzus,Milan,,,,,,,,,
coll150,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D207,https://pinakes.irht.cnrs.fr/notices/cote/43164/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:88626,Ambrosiana Q 87 sup.,,14th,,Astronomy|Philosophy|Rhetoric|Medicine,Nicephorus Gregoras|Aristotle|Porphyry|Ammonius|John Philoponus|Maximus Planudes|Aphthonius|Galen|Dioscorides|Paul of Aegina,Milan,,,,,,,,,
coll151,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D246,https://pinakes.irht.cnrs.fr/notices/cote/43195/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:92246,Ambrosiana R 103 sup.,,16th|17th,,Astronomy,,Milan,,,,,,,,,
coll152,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D247,https://pinakes.irht.cnrs.fr/notices/cote/43197/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:92982,Ambrosiana R 107 sup.,,16th,,Astronomy|Mathematics|Geometry,Theon|Maximus Planudes,Milan,,,,,,,,,
coll153,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D255,https://pinakes.irht.cnrs.fr/notices/cote/43202/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:93764,Ambrosiana R 119 sup.,,16th,,Philosophy|Science,Theodore Metochites|Aristotle|Homer,Milan,,,,,,,,,
coll154,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D243,https://pinakes.irht.cnrs.fr/notices/cote/43192/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:91360,Ambrosiana R 88 sup.,,15th,,Rhetoric,Plutarch,Milan,,,,,,,,,
coll155,,https://pinakes.irht.cnrs.fr/notices/cote/43222/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:22841,"Ambrosiana S 171 inf., inserto A",,16th,,Index codicum,,Milan,,,,,,,,,
coll156,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D265,https://pinakes.irht.cnrs.fr/notices/cote/43211/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:94651,Ambrosiana S 31 sup.,,15th,,Hymns,Homer|Pindar|Callimachus|Musaeus Grammaticus|Proclus,Milan,,,,,,,,,
coll157,,https://pinakes.irht.cnrs.fr/notices/cote/43249/,https://digitallibrary.unicatt.it/veneranda/0b02da8280541f70,Ambrosiana Trotti 182,,15th|16th,,Philosophy,Simplicius|Aristotle,Milan,,,,,,,,,
coll158,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D280,https://pinakes.irht.cnrs.fr/notices/cote/43264/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:105780,Ambrosiana Z 130 sup.,,15th|16th,,Astronomy,Cleomedes,Milan,,,,,,,,,
coll159,https://hdl.handle.net/2027/hvd.32044094029386?urlappend=%3Bseq%3D284,https://pinakes.irht.cnrs.fr/notices/cote/43271/,https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:105978,Ambrosiana Z 182 sup.,,15th,,Poems,Gregory Nazianzus,Milan,,,,,,,,,
coll160,,http://pinakes.irht.cnrs.fr/notices/cote/id/64537,http://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.B.141,Arch. Cap. S. Pietro B 141,,16th,,Geography,Nicephorus Blemmydes,Vatican,,,,,,,,,
coll161,,http://pinakes.irht.cnrs.fr/notices/cote/id/64536,http://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.B.59,Arch. Cap. S. Pietro B 59,,10th,,Bible|Theology,,Vatican,,,,,,,,,
coll162,,http://pinakes.irht.cnrs.fr/notices/cote/id/64538,http://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.C.144,Arch. Cap. S. Pietro C 144,,16th,,Canon law,Matthew Blastares,Vatican,,,,,,,,,
coll163,,http://pinakes.irht.cnrs.fr/notices/cote/id/64539,http://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.C.149,Arch. Cap. S. Pietro C 149,,17th,,Saints lives,,Vatican,,,,,,,,,
coll164,,http://pinakes.irht.cnrs.fr/notices/cote/id/64542,http://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.C.152,Arch. Cap. S. Pietro C 152,,15th|16th|17th,,Misc.,Hesiod|Aristophanes|John Tzetzes|Manuel Malaxos|Gennadios II Scholarios,Vatican,,,,,,,,,
coll165,,http://pinakes.irht.cnrs.fr/notices/cote/id/64544,http://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.C.154,Arch. Cap. S. Pietro C 154,,16th,,Theology,Photius|Joseph Bryennios,Vatican,,,,,,,,,
